commentText,likes
I don't see how the rubber band doesn't go - foom! - right through the middle of the cake. Must be a lousy dense cake. Much better to simply rotate the halves so that the cut side is down on the platter. You're welcome.,0
ّI wasted my time on a white guy cutting a cake :/,1
"With a normal size cake it would be impossible to do this. It's hard enough when a tiny cake. Waste of time, concentration, and energy.",0
"great, now its 1 AM, where the f can i get a cake? =\",0
This is dumb,0
lol; if you have a good cake it doesn't last.  This is about a 8.9 on the anal retentive scale.,0
"So basically this wont work too well unless you put a rubber band over your cake to squeeze it together...

Brilliant...

Very useful...",0
Or you may be a Swede and eat up all of the cake :))),0
aint nobody got time for this,0
Would this work with a buttercream cake?  How would you put it back together without leaving hand prints in the frosting?  Also I don't want your dirty hands all over my cake and lastly I've never made a cake that lasts long enough to have this problem.  Stick to pie and philing numbers...,0
that's cool but for a b-day party the cake would be gone by the end of the party.,0
neil from inbetweeners?,0
Life hacks up in here,0
"clicked on this because its my grandads birthday today and thought i might learn something, all i learned is any jerk-off who does things like this, be should able to scientifically calculate why they have so much birthday cake left over",0
"wow thank you very much you saved my life, if you did not show me how to cut a cake, I would have died (rlly this thing is kinda funny in the bad way)",0
"If you're worried about the cut surfaces of the cake drying, here is another solution. Something commonly found in most homes such as plastic/saran wrap, aluminum foil and parchment paper can be cut into corresponding height/width. THEN put on top of the cut surface. Sure as heck beats having to man handle the cake with your hands.",0
"If you're really concerned about your cake getting dry and crusty, I'd question your storage methods before I'd question your cutting methods. This seems overly complicated, especially when you bring the (likely unsanitary) rubber band into the picture.

Just cover your cake like a normal human being and stop being a moron. Simple, isn't it? This is definitely not science.",0
He assumes I wouldn't just eat all the cake at once. Oh how he's so wrong,0
Why not just make sure that there is no left over cake to begin with?,0
"This assumes that there is cake left after the birthday. If there are then it's bad cake in the first place. And I haven't seen any actual birthday cakes that can be pushed together like that. Seems kind a dry cake. Of course this whole video isn't about reality, but theories.",0
"lolzolzolz ya right 
I totes totes totes want to stick my grimy hands all over a cake, keep putting an elastic on it and cut uneven slices",0
"This may be the proper way to cut cake in England and in the rest of the world but here in America, we eat the whole damn cake in one sitting",0
"Awesome, someone finally dug up the perfect, mathematical way to cut a cake for one person.  BRILLIANT!!",0
"Just slice the dam cake, eat it, enjoy it, and shit it out the following hours or day.",0
Ascolta non ti consiglio di farlo in una festa perchè agli invitati non interessa se la torta è tagliata perfettamente.,0
but why???,0
"What the ???
No i've been cutting the right way all my life, because i'm a man and i don't eat leftovers... Espicially not from cake?
You guys are wierd",0
"""For (mathematical) loners who don't want to share their cake"" - pretty much sums it up. I fail so see any ""mathematical"" brilliance in it, as the size gets smaller every two pieces.
The point of slicing it in wedges is to make each piece the same size, for sharing.
It would be better to meet your objectives if you from the start made a single long cake that you slice from the middle outwards and push the ends together.

or.. Just put a slightly larger cake tin over the cake when it goes into the fridge. That is what I do.",0
"You could have a girl with bigg tities to do this, then it would have been a lil interesting to watch .",0
Or you could just eat all of the cake in one day... I thought everyone did that.,0
"Haha. I love the comments on this video, but yes, I have to agree with them. It's a great idea, sure, but useless in practice. And like most people have said, if you have a cake made of anything els, besides fondant, those rubber bands will cut that cake in half making one hot mess.",0
Ain't nobody got time for that...,0
or just eat that cake in one day. problem solved.,0
...meh,0
"For the reasons he said, that has to be the stubbiest way to cut a cake.",0
"Or you could just have friends to share your cake with, and you cut it the easier way.",0
"That is fucking dumb, what kind of looser buy's a cake just to eat it by yourself. The whole point in how you slice cake is so you and all of your friends get a equally sized piece.",0
Who the fuck cares... This guy popping a chub over this awesome way to cut a damn cake is hardly mathematically inspiring,0
first world problems :),0
Ain't nobody got time for that shizzz.. just eat it all in one day !,0
OMG this is beyond stupid. I've been baking and selling cakes for close to 30 years and I have never used a rubber band. While there are many ways to cut a cake they are based on how many slices you would like to get. Wedding reception slices are smaller than dessert slices and so on. Also who the hell pushes a cake together? As for the first cake drying out all you got to do is take a grocery store plastic bag and stuff it in there.,0
I saw this on the news lol I think it's stupid they make cake stands with lids so the cake stays fresh. Not to mention how often do people make a cake at home with fondant? The rubber bands woukd just make a mess with regular icing.,0
"This assumes that you take several days to eat your cake bit by bit and therefore preventing staleness is your priority.

If you are sharing the cake between a group of people and expect to eat the whole thing in one day, the traditional wedge provides the optimum proportions of icing, sponge and filling. The ""mathematical"" method provides small pieces at the end with a disproportionate amount of icing.",0
"That doesn't work for birthday cakes when you share with all the people that is there with you. Anyways, that is one small cake that does not need to be cut.",0
The name of his book had to be dumbed down for the Americans I see haha,0
"that was in the days before plastic wrap.

wrapping the cut cake in plastic wrap works fine to keep it fresh.  

and if you don't wrap it, the icing on the top will dry out/crust over. 

if you're ocd you can even press some extra plastic wrap against the cut crumb in addition to wrapping the whole cake.",0
Galton ate cake all by himself? Day after day? How sad,0
How many combinations are possible in an Android Pattern combination? There are nine points and you have to connect at least 4 of them... it also depends of the direction you connect the points...,0
"This sacrifices even frosting distribution to all guests for the sake of freshness - it's only optimal over long stretches of time, while the traditional method is better for us selfish gluttons who fight over frosting and use saran wrap.",0
This is the only way I'll cut my cakes from now on!,0
"what will happen if the frosting is butter cream? push alltogether?
and rubber bands seems so hygienic lolz",0
Or you have the same sized slice each day and put up with a slightly dry edge...,0
"Cuando una persona tiene hambre, no es necesario ni un plato.",0
"Не получится у человека отрезать торт под прямым углом относительно стола, поэтому стороны никогда не сойдутся и будет щель, через которую будет выходить влага и торт засохнет быстрее. Кладете пакет в холодильник на него тарелку с тортом и накрываете кастрюлей - все, ничего не засохнет.",0
what if i'm not forever alone and we gonna eat all the cake in the same day :3,0
I usually share cake with 7 friends. We eat the whole cake. :p,0
"By the way, cake - dry or moist - is good. That's Bull.",0
"Waiting for ""The cake is a lie"" comments",0
If only I could stay away from cake long enough to worry about how long it remains fresh! I'll pass this only to my skinny friends though!,0
"This cake-cutting method is superior only if your primary goal is maximizing freshness the next day (next time make a smaller cake, or invite more people). If your goal is maximizing fairness among N guests, there is another method co-discovered by Steven Brams, co-discoverer of Approval Voting.",0
What a waste of mine and everyone else's time. This video is a failure in every aspect possible.,0
"Who is the poor slob who is eating his birthday cake by himself and running out of rubber bands?  Such a small cake and it's going to last for days?  Here's an idea, don't eat the cake.",0
The bad part from all of it is that - you never eat a cake slice by slice every day. You finish it in one go. Makes the cake-cutting science useless,0
This is the most excited i ever was for a matha vid,0
does that work for the Alive movie people when they cut up bodies on the Andes mountain?,0
"No, this is the wrong way. It wastes too much cake or you eat too much of it if you want cake for one person. You just cut the traditional way and put cling film over the gap in the cake. Also, rubber bands would just slice into the large majority of cakes.

This might be the best way to cut a cake if:
A - You always want slices for more than one person (but only an even number) EVERY time you cut the cake (and that gets less likely if you're needing to cut a cake solely to keep it fresh over time).
B - It's a cake with hard icing.
There's such a low statistical probability of this happening that i think it's safe to say that this video shows the wrong way to cut a cake.",0
Or just cover the cake in saran wrap?,1
could you please retry that demo with a black forrest cake?,0
"or you know, you can wrap it up in something like nailon and keep it fresh. instead of wrapping it with rubber bands which are not very clean",25
most bday cakes don't last more than one hour,2
Funny how many people are butthurt or and angry about this video.,0
This video gives me chills. :),2
"That cake looks like it doesn't taste good.. Its just a bread covered by frosting.
anyway good method but I can just use a saran wrap, to wrap the cake and the exposed cake will still be soft the next day.",0
ab ye bhi seekhna padega kya.,0
"Here is your cake, and here is your box of elastic bands..",0
Not good.,0
,0
this is only good when eating alone though,1
I guess Sir Francis Galton had to cut his birthday cake like that because noone would want any after watching how he cut it. Why are you putting your hands all over the cake THAT'S GROSS!!!,0
"This was talked about on the Today show, on one of the US networks - NBC.",0
"The mathematics is interesting, but its horribly impractical for a party setting..",8
"Who eats a cake in 5 days?
give me that cake and 5 hours and there will be no cake",1
"It's excellent if you eat cake alone but not for sharing, the prior piece will get a lot of cake flour while the last piece will get a lot of cream

""Fair Allocation"" That's why the old way is better than this idiot way.",1
"I'm a fat kid, and i love this video.",0
"I found a more efficient way: ""eat all the cake""",8
Some people are taking this video way too seriously. Those same people are also venting their anger as if it's that time of the month for them.,27
you're assuming there will be leftover cake. Not in my house!!,0
"Doesn`t matter... Had cake.

Which is a lie, by the way.",4
Or just cut it however you like and seal it to prevent moisture loss in the fridge.,0
A wonderful guide on the best way to slice a cake,1
cheers mate!!! .....  i would do it with my pizza tonight!!!,0
"Interesting but I don;t think that my guests would appreciate me puting my hands allover the cake just to bring the pieces together, wrap it with a rubber band and cut it again , especially if the cake is covered in cream or other soft toppings...Also cake never gets to dry in our home as we share the whole of it with the guests and even give them extra slices for home.",2
The obvious workaround is to eat the whole cake at one sitting ;),1
"if you can get rubber bands, you can get some rubbermaid, lol...good one.",0
"Well, that's a way to waste rubber bands.",1
The cake is a LIE!,0
painfully slow to watch he can just get to the point make the video mere 1min...,0
"however  not all the cakes have that type of dry and hard cover most of them are made with a more misty cover and to join them together..... its just going to make a disaster and if you do it with some forks the cake will loose some of its cover leaving dry spots which makes it quite unplessent because one wants to have a chunky taste full and creamy bite however if you want to out some of the cream that you took with the forks while joining the pieces of cake, its just going to seem  disorganized its going to seem like ifs been touched all around",1
I think they're over looking the fact that this way the cake lasts forever (mathematically at least)!,0
"It actually bothers me that Numberphile consistently puts out great and educational mathematical content, but the video about fucking cutting cake is the one that goes viral.",1
EAT ALL THE CAKE!,0
"I like how the 'correct' version yields blatantly unequal slices of cake each time. 
It's not even 'correct', it's just the best way to cut it IF you care that much about storing it. But nobody cares and we all eat cakes with other people, so we will all continue cutting cakes the 'normal' way, which yields equal slices and more surface area to bite. ^_^",4
Jesus God. Get a life.,0
"This isn't so much of a problem with cake, but if you have a small wheel of cheese like brie or this lovely (and expensive) triple cream artisanal cheese I just got, THIS IS THE METHOD for cutting it. The rinds join up perfectly and you end up with well portioned slices by using this method.  No elastic band needed either, since these creamy rind-ridden cheeses stick to themselves quite well.",0
"I like the fact that you are putting your hands all around the cake to close it....i don't know about anybody else, but i don't want a piece of your cake anymore :/",0
"I fail to see how constantly handling a frosted cake with your hands, potentially introducing bacteria and risking its structural integrity with every touch, is a more scientifically pleasing method of cutting a cake.",1
Or you could just put plastic wrap over it. I've never encountered this dry cake problem.,0
"i thought it was going to be something like maximizing the volume of each piece with the smallest cutting area, with some kind of formula for curved cuts depending on the number of guests, stuff like that",0
Uploaded on my birthday how nice,0
"""The following day"".. silly man,  there's never any cake left the following day.",0
Aint nobody got time for that,0
Good but the cake never survives.,0
Leftover cake?,0
waste of cake and rubber bands,0
what is the point :),0
Can I get a name for that type of cake? Or recipe?,0
"I believe this is the FIRST video I've ever actually felt the need to 'thumbs down'. If I ddnt like the vid, I'd just go to another one. But this one...honestly, WHO is gonna put a freakin rubber band around a cake?? This cake just happens to be small, a cake for like, MORE than 2 ppl will be much larger and even when u cut the piece in half according to these directions it'll still be pretty large. This...is dumb.",1
dumb,0
Reapply frosting or whip cream over the slices intsead of using a rubber band.,0
Meeeh. Too much  job to do and it's messy and slices are uneven,0
2+ million views for a math video...   :),0
All I got out of this is that mathematicians have really shitty parties.,0
This is garbage,10
Eating cake atm,0
damn! some things are just simple. leave it to these guys to make anything simple complicated!,2
The rubber band technique would be awful on cakes that are not covered in fondant.,8
"Slice the cake in the classic way, and wrap it with plastic-wrap before i put it in the fridge, same moist cake.",0
"We don't ice a cake with fondant, unfortunately. Pretty nifty, though.",0
"Do British people not have cake covers? We just use cake covers and the cake stays pretty moist in the fridge. Or, you know, you could just share the cake.",0
Scientific way to cut a cake? Use a ruler as the knife! Lol,0
You could actually remove the rubber band before you cut the leftover cake and use the same one again.,0
ANDY SERKIS!,1
My life was a lie... and the cake's too,0
there is a reason for the cover lid of the cake,0
"Have you tested this vs. cling-film? If not I want to test it.

 Or couldn't you possibly just put more frosting on the sides when you cut it? ;D",0
Alex does not know what saran wrap is,0
"Pretty sure this has probly been said, but doesn't it sort of rape the premise of efficiency to waste a shitload of one thing (i.e. rubber bands?) in order to accomplish one simple and menial task?",0
Theoretical impractical!,0
I like the frosting too much to get a piece from the middle. I'd wait till day 4 and take all for sides. : )~,0
im safe either way.. since i cant sleep if i have cake left in the fridge,0
"That way to cut a cake is for loners.... a fat one, may i say.  lol   sorry!   Peace out!",0
I want to try this!,2
I thought about this. Cut it in the middle and push the large pieces together.,0
Its funny to watch but I think it will be silly to do that lol and I prefer the pie chart sharp lol,0
"Man, I thought the video was going about how to slice a cake easily into equal portions for tough or odd numbers like 7 or 11!
There would be so much more useful. Its a strong-willed man or woman who only eats 1 slice of cake.",0
Ummm that's y there r cake glass things,0
Or you finish the cake on day one,0
"DOESN'T WORK WITH REAL CAKES! I mean, cakes made without all that sugar fondant shit! God, that thing is so gross...",0
"I appreciate your advice to do this....  people would ask what the hell are you doing, and then come the explanation... and then they'll tell you to get the hell out.",1
"Over 2 million views and not one person will use this method....you know why? cause its no one cares, if it aint broke dont fix it. Sometimes to much thought to make something more ""right""  can make something very dumb. Cake is good no matter how you cut it. No one is going to rubber band a cake back together. P.s Sir Francis finds a different way to cut cake and he ones of Britain most brilliant scientist.....yeah, riiiight. Sounds like he had to much time on his hand or was high and came up with it while he had the munchies",2
To think... Most people would just use some cling film or put it back in the box... Those of us that are sad enough to buy a birthday cake and eat it alone over a period of days anyway.,1
"Man, that was smart! Great job and thanks for sharing with us this stroke of genius!",0
the world has changed for me n _ n.,0
"Alternate title: How to Be a Joyless Pedant, Overcomplicate Basic Operations, Fix What Ain't Broke, and Insure You Will NEVER Be Invited to Social Gatherings Ever.",0
"ASIA FOR THE ASIANS, AFRICA FOR THE AFRICANS, WHITE COUNTRIES FOR EVERYBODY!
“Anti-racists” never complain about Chinese privilege in China.
“Anti-racists” never complain about Japanese privilege in Japan.
“Anti-racists” never complain about Tanzanian privilege in Tanzania.
“Anti-racists” ONLY complain about White privilege in White countries.
“Anti-racists” WANT White geNOcide!
 They say they’re “anti-racist”, but what they really are is anti-White.
 Anti-racist is a codeword for anti-White.",1
Who the fuck keeps a cake? EAT ALL THE CAKE!,0
I never realized how passionate people wear about cutting their cakes before reading this comments section.,1
Meh... I thought the best way to cut a cake was pi.,0
that thing is grotesque towards the end,0
In Brazil we call it Pizza chart =P,1
because science.,0
"Brilliant!  If you are the kind of person who would cut a cake mathematically, you probably wouldn't have any friends to share it with, therefore justifying the described method.",1
so you suggest that from small portion of cake to bigger one. and getting fat even more faster. lol,0
He forgot about matching the angles of both cuts.,0
Better solution: buy a square or rectangular cake.,0
This  video ended up on my news 0_0,0
so the common cake cut is a lie,0
dang,0
no audio..,0
Finally Numberphile featured on 9Gag TV!,0
Unless you cover it.    Cause god forbid you take 5 seconds to get some plastic wrap or have a cake dish with a cover.  Mathematical precision means nothing when it all becomes shit no matter how you do it.,3
Why can't you just cover cake with plastic wrap. This seems so pointless lol.,0
"If u worry so much about cutting the cake good or bad ways, your seriously wasting your time! Just cut n eat, it's that simple :)",11
biggest imbecil on the planet! xD,0
"cmon guys, like who cares THAT much? either way= fair",0
"The best way to cut a cake is in a way where you have enought friends so you don't take care of this shit.

I mean... If you will not eat the whole cake, why you brought such a big cake in the 1st time?

This is just absolutelly useless.   I mean, this mathematician could easily win a nobel prize if he focused on something useful and that does not require you to bred cats because you are alone and noone loves you.",0
"Actually, it seems to me the best way to cut the cake would be with a CNC (computer numerical control) plasma cutter.  Perfect pieces every time and a nice burnt-edge taste.  (Kinda like a crème brûlée)  :P",0
Mathmatical!,0
"I don't believe I have ever stored a cake with a single wedge removed, usually it's much closer to half, and a bit of cling film seals that just fine. Also, we use actual frosting, not that fondant crap.",0
I want some cake now.,0
This video is 5 minutes longer than it should be.,1
"So in the end you may have a spongy cake, but at what cost? Dirty fingers or not, I prefer my cake to be pristine and untouched, rather than gutted over like this. Also, I noticed he is eating a fondant cake. He clearly has absolutely no taste at all, if he thinks that stuff is moist. LOL",0
thats coo i will us that thanks,0
Why not put the cake in an air tight container. That way you don't have to use elastic bands and you can cut it like everyone else.,0
"At the time this theory was made there were no fridges nor containers.. I have never noticed ""dry edges"", are you storing your cakes in your yard?",2
"IMO, using fondant as opposed to thick, gooey frosting makes this method look and sound more practical than it actually is.  Most of my cakes are the latter.",0
I just came for the cake,0
"Great works for hard, fondant cakes; not so efficient for soft, frosted cakes.",0
I just eat cakes in one sitting. Problem solved.,0
"Not all cakes can be wrapped with that rubber band thing you know lol and if the cake was iced all the way around how in the hell are you gonna push the two sides together huh? if you're worried about the cake being dry (from the wedge cut) then you're just storing it wrong. 

We always have cakes at home and we automatically cut them into 8 slices (pizza style lol) and it never becomes dry or anything when we eat it again the next day.",1
my cakes never do that,0
WHOLE TIME I WAS THINKING EATING OF THAT CAKE!!!,0
"Just a thought here but can't you just put a lid on the cake after cutting it anyway you want? if you want to save fridge space, just cut it up, place in Tupperware and I think you're good to go. My cake is perfectly fine a moist on all sides with just one lid. This is very unique way to cut a cake though.",0
"""very faulty"" lol",0
"This is silly, you're creating an imbalance in the cake/icing ratio. Waste of my time.",1
Who said that the cake will survive for more than one hour?,1
"Happy birthday! Sorry kids, only 2 of you get cake today. Stop crying!",0
Who has cake for 2 days??? EAT THE WHOLE DAM CAKE!,0
Just eat the whole thing in 1 time,0
Funny how you call that sugar frosted empty turd a cake...,3
"ok, perfecto con la masa elástica... y si la cobertura es de chantilly?",0
well here in america we don't take more than one serving to eat all of our cake,0
"Since you're having a smaller slice everyday, can this be qualified as a diet?",0
You people SERIOUSLY need to get a life.,0
why save it for next time when you can eat the whole cake :o,0
It is a birthday cake and there's only one slice cut per day... You guys are so fucking lonely!!!,0
surely that mathematician died of diabetes and loneliness,0
I'm glad Britain is good for something.,0
"If the cake survives till the day three, you'rde doing something wrong",1
ye ive always put rubber bands on my cake!,0
It seems a bit shit as who's cake looks like that?  The frosting doesn't look like frosting and who want's to reset or move the cake inwards?  That could ruin the whole thing.  Why not just keep some extra frosting and frost over the parts that wouldn't normally be as fresh or just cut off the dried out part?,0
this reminds me of the video about how we should not shake hands and fistbump instead,0
"Good point, lol. Second how important is this? and third, this allows the chance to put germs on it by using your hands to place the cake together each time.",0
The cake is a lie!,0
so fucking useless,1
Some cakes are creamier so... we'll be ruining the cream. But will definitely do it this way next time,0
"And what if I told you that most people finish their cakes(on birthdays,etc) in one day :O",1
Aint got time for that -___-,0
pointless,0
"But what if I want just ONE regular slice? Ever think of that, nerds?",2
So the cake and its slices just get smaller and smaller but never end.,0
"I think the best way is to use an axe as the cuts will be perfectly clean. Sometimes the surface tension will cause it to cave in a bit and adds crumbling. Another way is a circular blade, but that's risky unless the rpm is high enough as it can also cause crumbling.",0
"I never knew that the center became ""hard"" if kept opened after cutting it triangular style. Maybe I just never noticed the difference because I just eat the cake lol. I mean, as long as it's not 100% dry or hard as a rock, I think it's fine. But other than that, interesting idea. :P I might just try it just to confuse my family xD. ""What the heck are you doing? That's not how you cut a cake!"" xD LOL.",0
Who saves cake for the next day? Once I cut and eat the first piece I can't stop.,0
Or..you could just cut it the regular way and put it in an air-tight container for storage.,0
or you can just by a cake cover to keep it fresh,1
so you end up with a cup cake?,1
"or you can just cut the only middle portion, then if you want more, cut two extra slices, eliminating the need to cut perpendicularly to the other perpendicular angle.",0
Learned something. :-),0
First time I've heard of a cake lasting for three days though :),0
in this World Everything Discovered By British Bastard.... Bloody Liar Brits,0
"I'll have a small piece in the night. But I cut 1"" of the middle and then try to put 4 pieces together and you think that's good math? Brits + video = crumbs",0
who gives a f**k,0
"this video is pointless. those rubber bands ruin the cake. just do the classic wedge way and put seran wrap on it. don't be an asshole and think there is a scientific ""better"" way to cut a cake.",0
I don't like this way... The slices are not equal to each other and you cannot share it equally to your guests.,1
Poor elastic bands :D,2
I have a better way of doing it. Eat the whole cake in an hour.,0
I don't have that problem. I serve cup cakes!,0
Who is this faggot?,0
or you can just eat all of it at one go...,0
good luck doing that with a bigger cake...,0
who the fuck cuts a slice of cake for their birthday and puts the rest back in the fridge,0
Who doesn't eat the whole cake at once? What the fuck...,85
looks shit though...,0
"the most unhygienic, illogical hence the most 'unscientific' way to cut a cake.",0
"Cutting a wedge is just fine. He says don't do it because part of the cake will be dry later.  I love he conveniently leaves out one important thing. COVER THE CAKE, IDIOT. It will be just fine. Believe it or not people have been doing it that way for centuries.",0
The best way dont cut... just  take fork and eat all,0
"Or you could try it my way.

Eating it all in one sitting ;)",0
That is brilliant.,0
This is pretty silly. ._.,0
"Or you can just put tin foil over the cake,

Hahahaa",0
Ain't nobody got time for that!,0
I eat the hole cake,0
"It would be more fitting to title this video ""The Scientific Way to Cut a Fondant Covered Cake for Gluttonous, Stingy, Reclusive or Despised People with Little to No Friends or Family.""",1
What have you done...,0
nuevo en el canal,0
Wtf hahahha oookkkaaay i think the cake would still be fine in the fridge cutting it into wedges...,0
This is why normal people use foil.,0
"If you ever see a really big birthday cake, resist all urges to cut it with a samurai sword because 9 times out of 10 there's a stripper in there.",11
This video= blowing of my mind,0
Ain't nobody got time for that,0
This is a stupid and time wasting way to cut a cake.,0
Wait...people have leftover cake?,12
"A book called ""the stones cry out"" by archaeologist Randall Price shows a lot of archaeology that supports the Bible.",1
All in the name of SCIENCE,0
"Actually you cut last pieces asymmetrically... So, i don't think you understood the mathematical or scientific way.",0
just put it in a fucking tin you fucktards. FUCK YOU,0
Genius,0
what a waste of time to watch this,0
Day 2.... yeah right!!,0
Can't say I'll ever cut it this way...My tummy doesn't know science.,5
"Our cake usually won't survive to see the next daylight, so no need for this. They're already soft, moist and cozy inside our tummies =)",0
Forever Alone Cake-cutting,0
power of Math!,0
"2 flaws: I think the best way of slicing the cake is to have an even distribution between Cake and Icing,
And putting the parts of teh cake together doesnt necessarily keep them moist.",0
"1:45 It says ""PP"". LOL! :-D",3
"I scientifically wouldn't recommend keeping a fondant covered cake in the fridge for one day, let alone four days.",0
"Just eat the whole cake already, shame on you if you leave some in the fridge...",0
A cake in my house doesn't make it to day 2.,0
It's just cake.,0
Rule #1: A started cake gets eaten the same day,0
"This is ingenious, but why would anyone celebrate their birthday alone with a cake they slowly whittle down to a nub over the course of a week?  Antisocial! If you've lived your life right, there's no 90% remainder of cake to go stale because all your loved ones have devoured it with you the day it is served to you!  Also, U.K.:  Cake covers, invest in some.  Here's how I shall use this tip:  It maximizes ease of service on a round cake for a crowd[of loved ones].  Thanks for posting!",4
How very sad that you have on one to share your cake with.,0
"Too much time, could bake another cake and eat -_-
But nice one tho",0
This video should be called.. stupidest way to cut a cake... (also) based on the worst assumptions ever....,3
I can't be the only one that likes the dry part right?,1
"in America, there isnt a day2 of having the same cake  xD   some people will even eat a cake that size by themselves   :o",0
"Yeah, and everyone gets a different amount of cake, well I'd rather stick to fairness and cover the cake so it stays soft.",0
Life is too short to cut cake in the ''Right'' way.... Fakit,0
Yeah...or you can wrap the cake or put it in a container so it doesn't dry.,0
"This is cool I guess, but I still don't see what this has to do with math?",0
"What if you're planning to eat the whole cake on your birthday? You wouldn't have to store it, so wouldn't the orthodox way (pie chart way) be the right way?",0
How about keeping the cake in the box when refrigerating it... and just cut it however you feel like it...,0
This is just stupid.,0
Facepalm,0
Soooo freaking stupid,0
"You licked your fingers and then touched the cake - ewwww!  (or as folks in my neck of woods say it, 'illllll!')",0
"I don't care about the right way of cutting it, JUST GIMME THE RECIPE FOR IT THAT CAKE LOOKS SO DAMN DELICIOUS",1
"stupid... A cake is a freakin' cake! It is delicious anyways, dry or not, just eat it",0
Just finish the whole cake.,0
"Cut normally, seal the open edges with wax paper rectangles. Move on.",0
This is unnecessary. Just put a new layer of icing every time you store it. The last piece will have 8 layers of icing. You feed that one to the uncle with diabetes that nobody likes and tell him it's sugar free.,0
The cake looks delicious; happy birthday Brady!,0
"Cram the entire cake in yer gob, you soft southern ponce",0
This is unsanitary.,0
"But now everyone gets an uneven amount of cake. I personally do not cook cakes for myself, its a social food.",1
Everyone always forgets the fucking comma!,0
"Terrible idea. First off, who eats one slice of birthday cake alone? Second, this way makes you touch practically all of the frosting, you had your hands wrapped around the whole cake. No thanks. With the wedge method, the slicer doesn't touch the cake at all. Third, you need a new rubber band every time you get a new oddly sized piece of cake.

Just cut the cake like a pizza. Boom, perfectly even slices, in about 10-15 seconds. Worried about it getting stale, wrap it in plastic. Simple...",0
That guy was so annoying to listen to i had to mute it. then i realized the whole video was stupid.,0
"I would say this is the perfect way to preserve the freshness of the cake's sponge, but I prefer cutting into halves to make it easier to have equal slices for sharing.",0
or you eat it all in one day...,1
What a bad way to cut anything that you would like in equal portions. and why even have a cake if you are going to eat less and less each day? I would go mad.,1
thats shit mate,0
There is a numberphile 2? Wow! Didn't know...,0
You are a complete idiot.,0
i like the triangle slice.,0
I'm underwhelmed.,0
It's no fun to eat cake like this and the cake that I eat doesn't get dry,0
"That was useless; I've never even had a cake of mine dry out on, and even if I did, why would I want uneven pieces?",0
I'm not sure if I want latex in my cake...,0
"The wrong way? Are you serious?
Scientific principle my ass, that shit is almost 100 years old. 
People now use food containers for a reason! It's not 1900 anymore.
also this only works on fondant cakes, and I've not seen a fondant cake since like... forever.",0
Video released exactly on my birthday xD,0
"Brady, I'm so proud you made the US Today show! Looks how many hits this got! Tell CGP Grey to eat his heart out!",0
This is the dumbest thing I've ever seen. Your cake has fingerprints all over it and the elastic  cut up the sides. The elastic didn't even hold the cake together. You can't easily cut two slices in a row. The first piece and the last piece have completely different cake to icing ratios. Maybe if you covered the cake in the first place it wouldn't have gone stale.,0
Who the fuck keeps a cake for more than 2 days? Seriously that shit will be finished at 3AM the first night.,0
Must be very lonely to have left overs.,0
this is fucking retarded,1
"This method has been used by devious Husbands for Centuries to filch a piece of cake meant for some other occasion not related to said husband. Carefully remove the center of the cake as shown, pushing the remaining sides together, and smoothing over the icing to conceal the Husband's subtle practice.",3
Who the hell doesn't finish a cake after he begun eating it!!!,4
Jolly Good Show!,0
Ok..this is WAY too much to do for eating cake!!!,0
Who eats that much cake??,0
jus cut an eat. too maony nerds want make bad idoia.,6
"What's so scientific about that? Besides, mathematically, when you divide the cake that way, you're not getting even slices on the second, third, fourth, etc. cut because it gets smaller. You're just preserving the taste but when it comes to ""cutting"" (which is the title of your vid), it's not scientific at all. Sorry! :-)",1
"Nowadays, clingwrap can solve all these problems...",0
"So, what's scientific? I understand that method will make your cakes fresh(according to him), but..still, that's more annoying, there must be another way",0
"Normally triangle cut, is good to separate in the equal peice and look very good.",0
"Completely stupid, if it's about keeping it fresh, why not use a tupperware?? too much trouble handling the pieces to get them together, and the plastic band?? pfff... ridiculous.",0
"This is the stupidest thing I have ever seen in relation to cakes.  Well done.   

No one eats a birthday cake one slice at a time since the purpose of a birthday cake is to enjoy it with family or friends.  Secondly, the ""correct"" method does not yield equal slices, and ""banding"" the remaining halves together only works if the frosting is solid.  If it is creamy, then you have a mess on your hands.  Not to mention, rubber bands are not exactly sanitary.",203
"im not an idiot, and you could just cover it like any other non lazy person....... OH SHIT",0
How to cut a cake if you have no friends.,0
Interesting  but I have have yet to see 1 slice of birthday cake eaten on a birthday  I'll stick with triangles  because It's all gone by the end of the day,2
Hmmm. trouble is the size of your slice gets smaller. So perhaps it's not the size of the slice that needs to change it's the shape of the cake!!!,0
"Solves the wrong problem. It would be much more interesting to figure out a way to get identical sized and shaped pieces so that each member of your party gets the same amount of the delicious cream frosting around the edges.

I have an idea: wedges!",0
"Interesting, but I thought usually Birthday Cakes are fully consumed in minutes...
Not days after days.....",0
haiiiiiiiiiiiiiii hellooo,0
"Who in the hell has time to do all this?

Normal way = Can eat a cake in 1 day.
Math Way = Wait 3 days to eat cake?



NAH.",1
And how would this work with ice cream cake?,6
Try to attach halfs with rubberbands on a cake that doesnt uses fondant and lets see how it ends. buddy.,7
cool,0
This is so British.,0
"He who is not finishing the cake in day one, is the devil! LOL",3
"problem1: my cakes dont last more thana  few hours
problem2: ain't noboy got time fo dat !
quetion: why did they need a mathematician for this? any why is it such a big deal?",0
